,Player,#,Nation,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR
1,Lucas Moura,27,br BRA,LW,65.0,0,0,0.2,0.2,0.0,1,0,0,1,1,0,0,0,0
2,Christian Eriksen,23,dk DEN,CM,25.0,1,0,0.2,0.2,0.1,1,1,0,0,0,0,0,0,0
3,Érik Lamela,11,ar ARG,RW,82.0,0,0,0.7,0.7,0.2,7,2,2,0,4,0,0,0,0
4,Fernando Llorente,18,es ESP,FW,8.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0
5,Dele Alli,20,eng ENG,AM,90.0,0,0,0.2,0.2,0.0,2,0,0,1,0,3,1,0,0
6,Oliver Skipp,52,eng ENG,DM,75.0,0,0,0.0,0.0,0.0,1,0,0,2,0,0,1,0,0
7,Son Heung-min,7,kr KOR,RW,15.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0
8,Moussa Sissoko,17,fr FRA,DM,90.0,0,0,0.0,0.0,0.5,0,0,1,0,1,0,2,0,0
9,Danny Rose,3,eng ENG,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,1,7,0,0,0,0
10,Ben Davies,33,wal WAL,CB,90.0,0,0,0.0,0.0,0.1,0,0,1,1,0,0,2,0,0
11,Toby Alderweireld,4,be BEL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0
12,Kieran Trippier,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,12,2,0,0,0
13,Hugo Lloris,1,fr FRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Ashley Barnes,10,at AUT,FW,80.0,0,0,0.2,0.2,0.0,2,0,1,1,0,0,0,0,0
1,Chris Wood,11,nz NZL,FW,10.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
2,Robbie Brady,12,ie IRL,LW,90.0,0,0,0.0,0.0,0.0,0,0,2,0,5,1,1,1,0
3,Jeff Hendrick,13,ie IRL,LW,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,Aaron Lennon,25,eng ENG,RW,90.0,0,0,0.0,0.0,0.1,0,0,2,0,3,2,1,0,0
5,Sam Vokes,9,wal WAL,RW,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Jack Cork,4,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,4,0,1,1,0,0
7,Ashley Westwood,18,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,3,0,0
8,Charlie Taylor,3,eng ENG,WB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0
9,Phil Bardsley,26,sco SCO,WB,90.0,0,0,0.0,0.0,0.1,1,0,0,0,3,3,1,1,0
10,Ben Mee,6,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,1,0,0
11,James Tarkowski,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,3,0,0
12,Kevin Long,28,ie IRL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0
13,Joe Hart,20,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Laurent Depoitre,20,be BEL,FW,90.0,0,0,0.3,0.3,0.0,5,1,0,2,0,1,0,0,0
1,Alex Pritchard,21,eng ENG,FW,90.0,0,0,0.2,0.2,0.0,3,0,0,4,3,2,0,0,0
2,Chris Löwe,15,de GER,CM,60.0,0,0,0.1,0.1,0.2,2,1,0,0,7,0,0,0,0
3,Erik Durm,37,de GER,LB,30.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,Philip Billing,8,dk DEN,CM,90.0,0,0,0.1,0.1,0.0,2,2,1,1,4,1,4,0,0
5,Jonathan Hogg,6,eng ENG,CM,77.0,0,0,0.0,0.0,0.0,0,0,2,3,1,2,3,1,0
6,Isaac Mbenza,18,be BEL,LW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0
7,Juninho Bacuna,7,cw CUW,CM,90.0,0,0,0.0,0.0,0.1,1,1,1,0,9,1,1,0,0
8,Florent Hadergjonaj,33,xk KVX,CM,90.0,0,0,0.0,0.0,0.2,0,0,0,0,10,0,1,0,0
9,Terence Kongolo,5,nl NED,CB,60.0,0,0,0.1,0.1,0.0,1,0,1,0,2,2,1,0,0
10,Ramadan Sobhi,14,eg EGY,LW,30.0,0,0,0.0,0.0,0.1,0,0,0,1,2,1,0,0,0
11,Christopher Schindler,26,de GER,CB,90.0,0,0,0.1,0.1,0.0,2,0,0,0,0,0,0,0,0
12,Mathias Jørgensen,25,dk DEN,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,4,0,0
13,Jonas Lössl,1,dk DEN,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Salomón Rondón,9,ve VEN,FW,81.0,1,0,0.6,0.6,0.0,1,1,1,0,0,1,1,0,0
1,Matt Ritchie,11,sco SCO,CM,9.0,0,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0
2,Ayoze Pérez,17,es ESP,FW,90.0,0,0,0.0,0.0,0.1,1,0,3,1,0,1,2,0,0
3,Kenedy,15,br BRA,CM,89.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,2,0,0
4,Paul Dummett,3,wal WAL,LB,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
5,Christian Atsu,30,gh GHA,CM,90.0,0,0,0.3,0.3,0.0,2,2,1,2,1,0,0,0,0
6,Ki Sung-yueng,4,kr KOR,CM,72.0,0,0,0.0,0.0,0.2,0,0,1,0,1,1,2,0,0
7,Isaac Hayden,14,eng ENG,CM,18.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0
8,Mohamed Diamé,10,sn SEN,CM,90.0,0,0,0.0,0.0,0.0,0,0,3,1,0,1,0,0,0
9,Javier Manquillo,19,es ESP,CM,90.0,0,1,0.0,0.0,0.6,0,0,0,0,2,0,2,0,0
10,Ciaran Clark,2,ie IRL,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
11,Jamaal Lascelles,6,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,1,0
12,Fabian Schär,5,ch SUI,CB,90.0,0,0,0.3,0.3,0.0,2,1,1,0,1,2,4,0,0
13,Martin Dúbravka,12,sk SVK,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Jordan Ayew,14,gh GHA,FW,78.0,0,0,0.2,0.2,0.0,2,0,2,1,0,1,1,0,0
1,Alexander Sørloth,9,no NOR,FW,12.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
2,Andros Townsend,10,eng ENG,FW,90.0,0,1,0.1,0.1,0.2,1,0,1,2,3,2,0,0,0
3,Max Meyer,7,de GER,CM,90.0,0,0,0.0,0.0,0.0,2,0,0,0,3,1,0,0,0
4,Jason Puncheon,42,eng ENG,CM,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5,Luka Milivojević,4,rs SRB,CM,90.0,1,0,0.1,0.1,0.0,2,1,0,1,0,2,3,0,0
6,Cheikhou Kouyaté,8,sn SEN,CM,65.0,0,0,0.0,0.0,0.0,0,0,0,1,1,5,0,0,0
7,Jeffrey Schlupp,15,gh GHA,CM,25.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,0,0,0
8,James McArthur,18,sco SCO,CM,90.0,0,0,0.0,0.0,0.0,0,0,3,1,1,1,1,1,0
9,Patrick van Aanholt,3,nl NED,LB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,3,0,0,0,0
10,Mamadou Sakho,12,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
11,Martin Kelly,34,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0
12,Aaron Wan-Bissaka,29,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,2,4,4,0,0
13,Vicente Guaita,31,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0
0,Jamie Vardy,9,eng ENG,FW,90.0,0,0,0.4,0.4,0.0,3,2,1,0,0,0,0,0,0
1,Demarai Gray,7,eng ENG,LW,73.0,0,0,0.2,0.2,0.1,3,0,0,0,1,1,0,0,0
2,Kelechi Iheanacho,8,ng NGA,AM,17.0,0,0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0
3,Marc Albrighton,11,eng ENG,RW,89.0,0,0,0.0,0.0,0.1,1,0,0,2,4,2,1,0,0
4,Shinji Okazaki,20,jp JPN,LW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
5,James Maddison,10,eng ENG,AM,45.0,0,0,0.0,0.0,0.1,0,0,1,0,1,1,0,0,0
6,Rachid Ghezzal,31,dz ALG,RW,45.0,0,0,0.2,0.2,0.1,3,0,0,1,4,1,1,0,0
7,Wilfred Ndidi,25,ng NGA,DM,90.0,0,0,0.2,0.2,0.0,4,0,1,0,0,3,1,0,0
8,Nampalys Mendy,24,fr FRA,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0
9,Christian Fuchs,28,at AUT,LB,90.0,0,0,0.0,0.0,0.2,0,0,1,0,8,1,1,0,0
10,Harry Maguire,15,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,1,0,0
11,Wes Morgan,5,jm JAM,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,2,0,0
12,Ricardo Pereira,14,pt POR,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,3,6,2,4,1,0
13,Kasper Schmeichel,1,dk DEN,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
0,Troy Deeney,9,eng ENG,FW,81.0,0,0,0.1,0.1,0.0,1,0,2,0,0,0,0,0,0
1,Stefano Okaka,33,it ITA,FW,9.0,0,0,0.1,0.1,0.2,1,0,1,1,0,0,0,0,0
2,Gerard Deulofeu,7,es ESP,FW,87.0,1,1,0.6,0.6,0.2,3,1,0,0,1,0,2,0,0
3,Tom Cleverley,8,eng ENG,FW,3.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0
4,Roberto Pereyra,37,ar ARG,LW,90.0,0,0,0.7,0.7,0.2,4,3,0,1,0,0,1,0,0
5,Ken Sema,12,se SWE,RW,77.0,0,1,0.0,0.0,0.1,1,0,1,0,0,0,0,0,0
6,Isaac Success,10,ng NGA,RW,13.0,0,0,0.0,0.0,0.2,0,0,0,0,0,2,0,0,0
7,Domingos Quina,20,pt POR,DM,90.0,1,0,0.1,0.1,0.0,3,1,1,0,0,0,1,0,0
8,Abdoulaye Doucouré,16,fr FRA,DM,90.0,0,1,0.2,0.2,0.9,1,1,1,1,0,0,0,0,0
9,José Holebas,25,gr GRE,LB,90.0,1,0,0.2,0.2,0.0,2,2,1,0,5,1,0,0,0
10,Craig Cathcart,15,nir NIR,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
11,Christian Kabasele,27,be BEL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
12,Kiko Femenía,21,es ESP,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,3,2,1,0,0
13,Ben Foster,26,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
0,Callum Paterson,13,sco SCO,FW,90.0,0,0,0.1,0.1,0.2,2,0,2,0,2,0,0,0,0
1,Josh Murphy,11,eng ENG,LW,45.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2,Nathaniel Mendez-Laing,19,eng ENG,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0
3,Junior Hoilett,33,ca CAN,RW,90.0,1,0,0.2,0.2,0.0,2,1,0,1,3,1,0,0,0
4,Harry Arter,7,ie IRL,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,2,0,0,0
5,Víctor Camarasa,21,es ESP,CM,90.0,0,1,0.0,0.0,0.0,1,0,0,2,4,0,2,0,0
6,Aron Gunnarsson,17,is ISL,DM,78.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0
7,Bobby Reid,14,jm JAM,DM,12.0,1,0,0.2,0.2,0.0,2,1,0,0,0,0,0,0,0
8,Joe Bennett,3,eng ENG,LB,59.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
9,Lee Peltier,2,eng ENG,LB,31.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
10,Sol Bamba,22,ci CIV,CB,90.0,0,0,0.4,0.4,0.0,1,1,0,0,0,1,3,0,0
11,Sean Morrison,4,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,2,0,0
12,Bruno Ecuele Manga,5,ga GAB,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,3,1,1,0,0
13,Neil Etheridge,1,ph PHI,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
0,Aleksandar Mitrović,9,rs SRB,FW,90.0,0,0,0.3,0.3,0.4,4,1,2,2,1,1,0,0,0
1,André Schürrle,14,de GER,LW,77.0,0,0,0.1,0.1,0.0,3,0,1,0,1,1,0,0,0
2,Neeskens Kebano,7,cd COD,LW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
3,Tom Cairney,10,sco SCO,RW,90.0,0,0,0.1,0.1,0.0,3,0,0,0,3,1,1,0,0
4,Aboubakar Kamara,47,fr FRA,AM,90.0,0,0,0.5,0.5,0.0,3,3,2,0,2,1,0,0,0
5,Jean Seri,24,ci CIV,DM,61.0,0,0,0.0,0.0,0.2,1,0,1,0,4,2,0,1,0
6,Stefan Johansen,8,no NOR,DM,29.0,0,0,0.0,0.0,0.0,0,0,1,1,2,0,0,1,0
7,Calum Chambers,5,eng ENG,DM,90.0,0,0,0.1,0.1,0.0,2,1,0,0,1,0,1,0,0
8,Joe Bryan,23,eng ENG,LB,90.0,0,0,0.0,0.0,0.1,0,0,2,3,7,2,1,0,0
9,Tim Ream,13,us USA,CB,45.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
10,Cyrus Christie,22,ie IRL,RB,45.0,0,0,0.0,0.0,0.0,0,0,1,1,2,1,0,0,0
11,Alfie Mawson,26,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,1,0,0
12,Denis Odoi,4,be BEL,RB,90.0,0,0,0.0,0.0,0.1,0,0,2,1,3,0,1,0,0
13,Sergio Rico,25,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Javier Hernández,17,mx MEX,FW,73.0,0,1,0.1,0.1,0.4,1,0,0,0,0,0,0,0,0
1,Andy Carroll,9,eng ENG,FW,17.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0
2,Michail Antonio,30,eng ENG,FW,85.0,1,0,0.4,0.4,0.0,1,1,1,3,2,0,1,0,0
3,Grady Diangana,45,eng ENG,FW,5.0,0,0,0.0,0.0,0.1,0,0,0,1,0,1,0,0,0
4,Felipe Anderson,8,br BRA,CM,90.0,0,1,0.1,0.1,0.1,2,1,1,1,4,0,2,0,0
5,Declan Rice,41,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,2,0,0
6,Mark Noble,16,eng ENG,CM,62.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,1,0
7,Pedro Obiang,14,gq EQG,CM,28.0,0,0,0.0,0.0,0.0,0,0,1,0,2,3,0,0,0
8,Robert Snodgrass,11,sco SCO,CM,90.0,1,0,0.1,0.1,0.1,1,1,0,3,6,1,0,0,0
9,Arthur Masuaku,26,cd COD,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,3,2,5,0,0
10,Issa Diop,23,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,0,0,0
11,Fabián Balbuena,4,py PAR,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,2,0,0
12,Pablo Zabaleta,5,ar ARG,RB,90.0,0,0,0.0,0.0,0.1,0,0,2,1,3,2,4,0,0
13,Łukasz Fabiański,1,pl POL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Danny Ings,9,eng ENG,FW,71.0,2,0,0.3,0.3,0.0,3,3,2,0,0,1,0,0,0
1,Charlie Austin,10,eng ENG,FW,19.0,1,0,0.1,0.1,0.0,1,1,0,2,0,0,1,0,0
2,Stuart Armstrong,17,sco SCO,LW,90.0,0,0,0.1,0.1,0.1,3,2,1,3,2,3,0,1,0
3,Tyreke Johnson,51,eng ENG,LW,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,Nathan Redmond,22,eng ENG,RW,63.0,0,1,0.1,0.1,0.2,2,0,3,1,2,1,2,0,0
5,Shane Long,7,ie IRL,RW,27.0,0,1,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0
6,Oriol Romeu,14,es ESP,CM,90.0,0,0,0.0,0.0,0.0,0,0,3,0,0,3,0,0,0
7,Pierre Højbjerg,23,dk DEN,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,1,3,4,0,0
8,Matt Targett,33,eng ENG,WB,90.0,0,1,0.0,0.0,0.3,0,0,0,2,7,2,0,0,0
9,Yan Valery,43,fr FRA,WB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0
10,Jannik Vestergaard,4,dk DEN,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,2,1,0,0
11,Maya Yoshida,3,jp JPN,CB,90.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,3,0,0
12,Jan Bednarek,35,pl POL,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,4,1,0
13,Alex McCarthy,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Pierre-Emerick Aubameyang,14,ga GAB,FW,90.0,0,0,1.0,1.0,0.2,3,2,0,0,1,0,0,0,0
1,Alex Iwobi,17,ng NGA,AM,70.0,0,0,0.1,0.1,0.0,1,0,0,0,2,0,0,0,0
2,Mesut Özil,10,de GER,AM,20.0,0,0,0.0,0.0,0.1,0,0,1,0,2,0,0,0,0
3,Henrikh Mkhitaryan,7,am ARM,AM,90.0,2,0,0.2,0.2,0.4,4,2,4,1,1,0,4,0,0
4,Mattéo Guendouzi,29,fr FRA,DM,90.0,0,0,0.1,0.1,0.2,3,0,0,5,2,2,0,0,0
5,Lucas Torreira,11,uy URU,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,4,2,0,0
6,Nacho Monreal,18,es ESP,WB,90.0,0,1,0.0,0.0,0.1,0,0,0,1,3,0,2,0,0
7,Héctor Bellerín,2,es ESP,WB,45.0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,2,0,0
8,Alexandre Lacazette,9,fr FRA,WB,45.0,0,1,0.0,0.0,0.1,0,0,0,1,1,2,0,0,0
9,Granit Xhaka,34,ch SUI,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,0
10,Laurent Koscielny,6,fr FRA,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,1,0,1,1,1,0
11,Stephan Lichtsteiner,12,ch SUI,CB,74.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0
12,Ainsley Maitland-Niles,15,eng ENG,CB,16.0,0,0,0.0,0.0,0.0,0,0,1,0,2,1,1,0,0
13,Bernd Leno,19,de GER,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Glenn Murray,17,eng ENG,FW,60.0,0,0,0.0,0.0,0.0,0,0,3,0,0,1,0,0,0
1,Florin Andone,10,ro ROU,FW,30.0,0,0,0.0,0.0,0.0,0,0,2,2,0,0,0,1,0
2,Solly March,20,eng ENG,CM,90.0,1,0,0.3,0.3,0.1,4,2,0,1,9,0,3,0,0
3,Pascal Groß,13,de GER,CM,81.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,1,0,0
4,Yves Bissouma,8,ml MLI,CM,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
5,Anthony Knockaert,11,fr FRA,CM,83.0,0,0,0.0,0.0,0.0,0,0,1,3,2,3,2,0,0
6,Jürgen Locadia,9,nl NED,CM,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Davy Pröpper,24,nl NED,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,3,0,0
8,Dale Stephens,6,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,0,0,5,0,0,2,1,0,0
9,Bernardo,30,br BRA,LB,90.0,0,1,0.0,0.0,0.2,0,0,0,0,1,3,1,0,0
10,Lewis Dunk,5,eng ENG,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,0,0,1,1,1,0
11,Leon Balogun,14,ng NGA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0
12,Martín Montoya,22,es ESP,RB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0
13,Mathew Ryan,1,au AUS,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Eden Hazard,10,be BEL,FW,83.0,1,1,0.4,0.4,0.9,2,1,0,3,1,0,0,0,0
1,Olivier Giroud,18,fr FRA,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2,Willian,22,br BRA,LW,90.0,0,1,0.1,0.1,0.4,1,0,0,1,1,2,1,0,0
3,Pedro,11,es ESP,RW,66.0,1,0,1.0,1.0,0.0,2,1,0,0,2,0,2,0,0
4,Ruben Loftus-Cheek,12,eng ENG,RW,24.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
5,Mateo Kovačić,17,hr CRO,CM,75.0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0
6,Ross Barkley,8,eng ENG,CM,15.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0
7,N'Golo Kanté,7,fr FRA,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,2,0,0
8,Jorginho,5,it ITA,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,1,3,0,0
9,Marcos Alonso,3,es ESP,LB,90.0,0,0,0.1,0.1,0.0,2,0,3,1,1,1,1,1,0
10,David Luiz,30,br BRA,CB,90.0,0,0,0.0,0.0,0.0,1,1,1,2,0,0,0,0,0
11,Antonio Rüdiger,2,de GER,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
12,César Azpilicueta,28,es ESP,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0
13,Kepa Arrizabalaga,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
0,Mohamed Salah,11,eg EGY,FW,90.0,0,0,0.2,0.2,0.2,3,0,0,2,3,0,0,0,0
1,Roberto Firmino,9,br BRA,FW,90.0,0,0,0.5,0.5,0.0,7,2,2,1,1,1,0,0,0
2,Naby Keïta,8,gn GUI,CM,70.0,0,0,0.2,0.2,0.2,1,0,2,1,1,0,0,0,0
3,Xherdan Shaqiri,23,ch SUI,RW,20.0,2,0,0.1,0.1,0.1,2,2,0,0,1,0,0,0,0
4,Fabinho,3,br BRA,CM,90.0,0,1,0.1,0.1,0.5,5,2,1,2,1,1,1,0,0
5,Georginio Wijnaldum,5,nl NED,CM,90.0,0,0,0.2,0.2,0.1,3,2,1,1,6,0,1,0,0
6,Sadio Mané,10,sn SEN,CM,84.0,1,0,0.5,0.5,0.1,3,2,0,1,1,1,0,0,0
7,Jordan Henderson,14,eng ENG,CM,6.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,0,0,0
8,Andrew Robertson,26,sco SCO,LB,90.0,0,0,0.0,0.0,0.2,0,0,0,2,11,2,1,0,0
9,Virgil van Dijk,4,nl NED,CB,90.0,0,0,0.2,0.2,0.0,3,0,0,1,0,1,0,0,0
10,Dejan Lovren,6,hr CRO,CB,90.0,0,0,0.5,0.5,0.0,3,0,0,0,1,1,0,0,0
11,Nathaniel Clyne,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,2,0,0,2,3,1,1,0,0
12,Alisson,13,br BRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Romelu Lukaku,9,be BEL,FW,90.0,0,0,0.0,0.0,0.1,0,0,2,0,1,1,0,1,0
1,Marcus Rashford,10,eng ENG,FW,90.0,0,0,0.0,0.0,0.0,1,1,1,3,0,1,1,0,0
2,Ander Herrera,21,es ESP,CM,79.0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,4,0,0
3,Anthony Martial,11,fr FRA,CM,11.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
4,Nemanja Matić,31,rs SRB,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0
5,Jesse Lingard,14,eng ENG,CM,85.0,1,0,0.4,0.4,0.0,2,1,1,1,1,0,0,0,0
6,Juan Mata,8,es ESP,AM,5.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
7,Ashley Young,18,eng ENG,WB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,3,1,5,0,0
8,Diogo Dalot,20,pt POR,WB,45.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,1,0
9,Marouane Fellaini,27,be BEL,WB,45.0,0,0,0.0,0.0,0.0,1,0,2,2,0,2,0,0,0
10,Victor Lindelöf,2,se SWE,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,3,0,0
11,Eric Bailly,3,ci CIV,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,7,0,0
12,Matteo Darmian,36,it ITA,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,3,0,0
13,David de Gea,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Raúl Jiménez,9,mx MEX,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
1,Adama Traoré,37,es ESP,FW,63.0,0,0,0.1,0.1,0.0,2,0,1,0,1,0,0,0,0
2,Ivan Cavaleiro,7,pt POR,FW,27.0,0,0,0.0,0.0,0.0,0,0,2,0,2,1,1,0,0
3,João Moutinho,28,pt POR,AM,63.0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,0
4,Morgan Gibbs-White,17,eng ENG,AM,27.0,0,0,0.3,0.3,0.0,1,0,0,0,1,0,0,0,0
5,Jonny Castro,19,es ESP,CM,81.0,0,0,0.1,0.1,0.0,1,1,1,0,0,0,2,0,0
6,Rúben Vinagre,29,pt POR,CM,9.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,1,0,0
7,Rúben Neves,8,pt POR,CM,90.0,0,0,0.0,0.0,0.0,2,0,1,0,0,2,3,0,0
8,Romain Saïss,27,ma MAR,CM,90.0,0,0,0.3,0.3,0.0,2,2,1,0,1,2,5,0,0
9,Matt Doherty,2,ie IRL,CM,90.0,0,0,0.1,0.1,0.1,2,2,1,0,0,1,3,0,0
10,Willy Boly,15,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,4,1,0,0
