Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,position_group,Premier League
Riyad Mahrez,RW,29.0,2,0,0.6,0.6,0.1,3,3,0,0,1,0,1,0,0,Forward,PL
Raheem Sterling,RW,90.0,0,1,0.1,0.1,0.3,2,1,0,1,3,1,0,0,0,Forward,PL
İlkay Gündoğan,CM,69.0,1,1,0.3,0.3,0.7,3,1,0,1,5,3,0,0,0,Midfield,PL
Phil Foden,CM,21.0,0,0,0.1,0.1,0.1,1,1,0,0,0,0,0,0,0,Midfield,PL
Bernardo Silva,CM,90.0,1,1,0.1,0.1,0.5,2,1,1,0,3,3,0,0,0,Midfield,PL
Fernandinho,DM,74.0,0,0,0.1,0.1,0.0,1,0,2,0,0,0,2,1,0,Midfield,PL
John Stones,DM,16.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Fabian Delph,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,2,0,0,Defender,PL
Aymeric Laporte,CB,90.0,0,0,0.2,0.2,0.0,1,0,0,0,1,1,0,0,0,Defender,PL
Nicolás Otamendi,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,3,0,0,Defender,PL
Kyle Walker,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,1,0,0,Defender,PL
Jamie Vardy,FW,90.0,1,1,0.8,0.8,0.2,7,3,1,0,2,1,0,0,0,Forward,PL
James Maddison,LW,85.0,1,0,0.2,0.2,0.2,2,1,0,3,2,1,0,0,0,Forward,PL
Demarai Gray,RW,45.0,0,0,0.1,0.1,0.0,2,1,0,0,2,2,0,0,0,Forward,PL
Kelechi Iheanacho,AM,77.0,1,1,0.2,0.2,0.5,2,1,0,1,0,0,0,0,0,Midfield,PL
Marc Albrighton,AM,13.0,0,0,0.0,0.0,0.1,1,0,0,0,2,0,0,0,0,Midfield,PL
Nampalys Mendy,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,3,0,1,2,0,0,Midfield,PL
Wilfred Ndidi,DM,90.0,0,0,0.0,0.0,0.0,1,0,2,1,0,3,2,1,0,Midfield,PL
Ben Chilwell,LB,90.0,0,0,0.0,0.0,0.2,0,0,0,1,6,2,1,0,0,Defender,PL
Harry Maguire,CB,90.0,0,0,0.0,0.0,0.0,1,1,2,4,0,3,4,0,0,Defender,PL
Jonny Evans,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,0,0,Defender,PL
Philip Billing,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,2,4,1,5,0,0,Midfield,PL
Aaron Mooy,CM,90.0,0,0,0.0,0.0,0.0,1,0,0,0,1,4,0,0,0,Midfield,PL
Wilfried Zaha,FW,90.0,0,0,0.1,0.1,0.0,2,0,1,3,1,3,0,0,0,Forward,PL
Jordan Ayew,FW,71.0,0,0,0.1,0.1,0.1,1,0,1,1,0,2,0,0,0,Forward,PL
Andros Townsend,FW,90.0,0,0,0.2,0.2,0.7,4,1,0,2,5,1,0,0,0,Forward,PL
James McArthur,CM,90.0,0,0,0.2,0.2,0.0,1,0,2,3,0,1,0,0,0,Midfield,PL
Luka Milivojević,CM,90.0,0,0,0.2,0.2,0.1,3,2,2,0,12,5,1,0,0,Midfield,PL
Cheikhou Kouyaté,CM,63.0,0,0,0.1,0.1,0.0,1,1,1,0,0,1,0,0,0,Midfield,PL
Max Meyer,CM,27.0,0,0,0.0,0.0,0.1,0,0,0,0,0,1,0,0,0,Midfield,PL
Patrick van Aanholt,LB,90.0,0,0,0.1,0.1,0.0,2,0,0,1,0,0,0,0,0,Defender,PL
Mamadou Sakho,CB,90.0,0,0,0.5,0.5,0.1,1,0,1,1,0,0,1,0,0,Defender,PL
James Tomkins,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,3,1,0,Defender,PL
Aaron Wan-Bissaka,RB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,3,2,3,0,0,Defender,PL
Ayoze Pérez,FW,81.0,0,0,0.2,0.2,0.0,1,1,1,3,0,2,0,0,0,Forward,PL
Yoshinori Mutō,FW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Jonjo Shelvey,CM,90.0,0,0,0.0,0.0,0.1,0,0,2,1,6,1,0,0,0,Midfield,PL
Matt Ritchie,CM,73.0,0,0,0.0,0.0,0.1,0,0,0,2,1,2,2,0,0,Midfield,PL
Christian Atsu,CM,17.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,Midfield,PL
Paul Dummett,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,5,0,0,Defender,PL
Federico Fernández,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,5,4,0,0,Defender,PL
Jamaal Lascelles,CB,90.0,0,0,0.2,0.2,0.0,2,0,0,0,0,0,1,0,0,Defender,PL
DeAndre Yedlin,RB,90.0,0,0,0.0,0.0,0.1,0,0,3,1,3,1,3,1,0,Defender,PL
Ashley Barnes,FW,21.0,2,0,0.6,0.6,0.0,2,2,1,0,0,0,0,0,0,Forward,PL
Aaron Lennon,LW,90.0,1,1,0.1,0.1,0.1,2,1,3,0,2,3,2,0,0,Forward,PL
Matěj Vydra,FW,60.0,1,0,0.5,0.5,0.0,1,1,2,0,0,1,1,0,0,Forward,PL
Chris Wood,FW,30.0,0,0,0.1,0.1,0.0,1,0,0,0,1,1,0,0,0,Forward,PL
Jóhann Berg Guðmundsson,RW,90.0,0,1,0.1,0.1,0.4,2,1,1,0,8,2,0,0,0,Forward,PL
Jack Cork,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,Midfield,PL
Ashley Westwood,CM,90.0,0,0,0.2,0.2,0.0,2,0,1,1,0,1,3,1,0,Midfield,PL
Charlie Taylor,LB,90.0,0,0,0.0,0.0,0.0,1,0,2,1,4,1,2,0,0,Defender,PL
Ben Mee,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,2,0,1,2,0,0,Defender,PL
James Tarkowski,CB,90.0,0,0,0.0,0.0,0.0,0,0,3,1,1,0,3,0,0,Defender,PL
Matthew Lowton,RB,90.0,0,0,0.0,0.0,0.1,0,0,2,0,5,1,2,1,0,Defender,PL
Joshua King,FW,90.0,0,0,0.0,0.0,0.3,1,0,1,0,2,0,0,0,0,Forward,PL
Callum Wilson,FW,68.0,0,0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,Forward,PL
Junior Stanislas,FW,22.0,0,0,0.0,0.0,0.1,1,1,0,1,4,0,0,0,0,Forward,PL
Ryan Fraser,LW,90.0,0,0,0.2,0.2,0.1,4,0,0,3,6,0,0,0,0,Forward,PL
Andrew Surman,CM,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,2,0,0,Midfield,PL
Jefferson Lerma,CM,90.0,0,0,0.1,0.1,0.0,3,1,2,2,0,1,1,0,0,Midfield,PL
Diego Rico,LB,45.0,0,0,0.0,0.0,0.0,2,0,0,2,4,0,1,0,0,Defender,PL
Simon Francis,RB,45.0,0,0,0.0,0.0,0.0,0,0,0,0,5,1,1,0,0,Defender,PL
Nathan Aké,CB,90.0,0,0,0.1,0.1,0.0,2,0,0,2,1,0,1,0,0,Defender,PL
Steve Cook,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,2,0,0,Defender,PL
Adam Smith,RB,78.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,Defender,PL
Mohamed Salah,FW,90.0,1,0,1.5,1.5,0.2,3,1,1,2,1,0,0,0,0,Forward,PL
Roberto Firmino,LW,90.0,0,0,0.6,0.6,0.6,3,0,2,0,1,1,0,0,0,Forward,PL
Sadio Mané,RW,90.0,0,0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,Forward,PL
Xherdan Shaqiri,AM,45.0,0,0,0.1,0.1,0.1,2,0,1,1,3,0,0,0,0,Midfield,PL
James Milner,CM,45.0,0,0,0.3,0.3,0.0,2,0,0,0,0,1,0,0,0,Midfield,PL
Jordan Henderson,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,Midfield,PL
Georginio Wijnaldum,DM,70.0,0,0,0.0,0.0,0.0,1,0,2,3,0,2,0,0,0,Midfield,PL
Naby Keïta,CM,20.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Andrew Robertson,LB,90.0,0,0,0.1,0.1,0.0,1,0,0,0,2,0,2,0,0,Defender,PL
Virgil van Dijk,CB,55.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,Defender,PL
Joe Gomez,CB,35.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0,Defender,PL
Joël Matip,CB,90.0,1,0,0.0,0.0,0.0,1,1,0,2,0,1,3,0,0,Defender,PL
Trent Alexander-Arnold,RB,90.0,0,1,0.0,0.0,0.0,0,0,0,0,5,0,1,0,0,Defender,PL
Shane Long,FW,79.0,0,0,0.0,0.0,0.0,0,0,3,0,0,0,2,0,0,Forward,PL
Matt Targett,CM,55.0,0,0,0.0,0.0,0.1,0,0,0,0,3,1,0,0,0,Midfield,PL
Stuart Armstrong,LW,35.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0,Forward,PL
Pierre Højbjerg,CM,90.0,0,0,0.2,0.2,0.0,2,0,2,2,1,1,1,0,0,Midfield,PL
Nathan Redmond,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,1,0,0,Midfield,PL
Oriol Romeu,DM,55.0,0,0,0.0,0.0,0.0,0,0,1,1,0,3,5,1,0,Midfield,PL
Jan Bednarek,CB,35.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Defender,PL
Ryan Bertrand,LB,90.0,0,0,0.0,0.0,0.1,1,0,1,1,2,1,0,0,0,Defender,PL
Jannik Vestergaard,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,2,1,0,0,Defender,PL
Cédric Soares,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,4,0,1,0,0,Defender,PL
Juan Mata,LW,27.0,0,0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0,Forward,PL
Jesse Lingard,RW,75.0,0,0,0.1,0.1,0.0,2,1,1,2,1,0,0,0,0,Forward,PL
Andreas Pereira,RW,15.0,0,0,0.1,0.1,0.0,2,0,0,1,2,0,0,0,0,Forward,PL
Fred,CM,63.0,1,0,0.1,0.1,0.0,3,2,1,1,3,2,2,0,0,Midfield,PL
Anthony Martial,CM,27.0,0,0,0.0,0.0,0.1,0,0,0,1,0,0,0,0,0,Midfield,PL
Paul Pogba,CM,90.0,0,1,0.0,0.0,0.1,2,1,0,6,1,0,0,0,0,Midfield,PL
Luke Shaw,LB,90.0,0,0,0.0,0.0,0.2,1,0,1,0,2,0,0,1,0,Defender,PL
Victor Lindelöf,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,0,0,0,Defender,PL
Raúl Jiménez,FW,90.0,0,1,0.3,0.3,0.2,2,1,3,1,1,0,1,0,0,Forward,PL
Diogo Jota,LW,87.0,0,0,0.0,0.0,0.0,1,1,2,1,1,1,0,0,0,Forward,PL
Morgan Gibbs-White,LW,3.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,Forward,PL
Adama Traoré,RW,15.0,0,0,0.1,0.1,0.0,3,2,0,0,0,0,1,0,0,Forward,PL
Rúben Neves,DM,90.0,0,0,0.0,0.0,0.0,1,1,3,0,0,1,3,1,0,Midfield,PL
João Moutinho,DM,80.0,1,0,0.1,0.1,0.2,1,1,2,0,4,0,0,0,0,Midfield,PL
Romain Saïss,DM,10.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,Midfield,PL
Jonny Castro,WB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,0,0,Defender,PL
Matt Doherty,WB,90.0,0,0,0.0,0.0,0.2,1,1,2,0,1,1,2,0,0,Defender,PL
Willy Boly,CB,90.0,0,0,0.1,0.1,0.0,1,1,1,1,0,1,3,0,0,Defender,PL
Conor Coady,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,Defender,PL
Ryan Bennett,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,4,0,0,Defender,PL
Glenn Murray,FW,90.0,0,0,0.0,0.0,0.0,0,0,4,2,0,0,0,0,0,Forward,PL
Solly March,LW,73.0,0,0,0.0,0.0,0.0,1,0,1,1,2,2,1,0,0,Forward,PL
Alireza Jahanbakhsh,RW,17.0,0,0,0.0,0.0,0.1,1,0,0,1,0,0,1,0,0,Forward,PL
Yves Bissouma,CM,79.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,2,1,0,Midfield,PL
Jürgen Locadia,FW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Davy Pröpper,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Midfield,PL
Dale Stephens,DM,21.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Midfield,PL
Gaëtan Bong,LB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,2,0,0,Defender,PL
Lewis Dunk,CB,90.0,0,0,0.2,0.2,0.0,2,0,0,0,0,1,3,0,0,Defender,PL
Shane Duffy,CB,90.0,0,1,0.0,0.0,0.1,0,0,0,1,0,0,0,0,0,Defender,PL
Martín Montoya,RB,90.0,0,0,0.0,0.0,0.0,1,1,1,2,1,1,1,0,0,Defender,PL
Harry Kane,FW,90.0,1,0,1.3,0.5,0.1,4,3,0,1,1,0,0,0,0,Forward,PL
Christian Eriksen,AM,90.0,0,0,0.1,0.1,0.1,3,0,1,1,1,3,0,0,0,Midfield,PL
Lucas Moura,CM,78.0,0,0,0.0,0.0,0.0,1,0,2,2,3,0,0,0,0,Midfield,PL
Dele Alli,CM,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Eric Dier,CM,90.0,0,0,0.0,0.0,0.3,0,0,1,1,0,0,2,0,0,Midfield,PL
Son Heung-min,CM,68.0,0,0,0.2,0.2,0.0,3,0,1,1,0,2,1,0,0,Midfield,PL
Érik Lamela,CM,22.0,1,0,0.2,0.2,0.0,2,2,1,1,1,0,2,0,0,Midfield,PL
Danny Rose,LB,90.0,0,1,0.0,0.0,0.4,0,0,2,2,2,0,2,0,0,Defender,PL
Jan Vertonghen,CB,90.0,0,0,0.3,0.3,0.0,1,0,0,0,0,1,2,0,0,Defender,PL
Toby Alderweireld,CB,90.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,Defender,PL
Michail Antonio,FW,65.0,0,0,0.6,0.6,0.0,2,1,0,2,1,0,0,0,0,Forward,PL
Felipe Anderson,LW,74.0,0,0,0.0,0.0,0.2,1,0,2,1,2,0,0,1,0,Forward,PL
Robert Snodgrass,LW,16.0,0,0,0.0,0.0,0.2,0,0,1,0,2,0,0,1,0,Forward,PL
Andriy Yarmolenko,RW,90.0,0,0,0.2,0.2,0.4,2,0,1,0,1,1,0,0,0,Forward,PL
Mark Noble,CM,85.0,0,0,0.0,0.0,0.0,1,0,2,1,2,2,0,0,0,Midfield,PL
Carlos Sánchez,CM,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Declan Rice,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,4,0,0,Midfield,PL
Arthur Masuaku,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,Defender,PL
Fabián Balbuena,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,3,3,0,0,Defender,PL
Issa Diop,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,0,Defender,PL
Pablo Zabaleta,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,2,3,0,0,Defender,PL
Olivier Giroud,FW,65.0,0,0,0.3,0.3,0.0,3,1,1,0,0,0,1,0,0,Forward,PL
Willian,RW,90.0,0,0,0.1,0.1,0.6,3,0,0,3,12,2,2,0,0,Forward,PL
Mateo Kovačić,CM,79.0,0,0,0.1,0.1,0.0,1,0,1,3,0,0,0,0,0,Midfield,PL
Ross Barkley,CM,11.0,0,0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,Midfield,PL
Jorginho,CM,90.0,0,0,0.0,0.0,0.2,0,0,1,1,0,1,1,0,0,Midfield,PL
N'Golo Kanté,CM,90.0,0,0,0.3,0.3,0.1,2,0,1,1,3,1,1,1,0,Midfield,PL
Marcos Alonso,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,4,0,0,0,0,Defender,PL
David Luiz,CB,90.0,0,0,0.2,0.2,0.5,2,1,2,1,0,0,1,0,0,Defender,PL
Antonio Rüdiger,CB,69.0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,Defender,PL
Gary Cahill,CB,21.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Defender,PL
César Azpilicueta,RB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,5,1,0,0,0,Defender,PL
Alexandre Lacazette,FW,90.0,1,0,0.1,0.1,0.0,1,1,4,3,0,3,1,0,0,Forward,PL
Pierre-Emerick Aubameyang,LW,69.0,1,0,0.4,0.4,0.3,2,1,0,1,2,0,0,0,0,Forward,PL
Alex Iwobi,LW,21.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,Forward,PL
Mesut Özil,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0,Forward,PL
Danny Welbeck,FW,10.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,0,0,0,Forward,PL
Granit Xhaka,DM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,4,2,1,0,0,Midfield,PL
Lucas Torreira,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,3,1,1,1,1,0,Midfield,PL
Nacho Monreal,LB,90.0,0,0,0.3,0.3,0.0,1,1,2,1,3,2,2,0,0,Defender,PL
Sokratis Papastathopoulos,CB,39.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,0,1,0,Defender,PL
Rob Holding,CB,51.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,Defender,PL
Shkodran Mustafi,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,2,0,0,Defender,PL
Héctor Bellerín,RB,90.0,0,0,0.1,0.1,0.0,2,1,1,0,4,0,0,0,0,Defender,PL
Dominic Calvert-Lewin,FW,72.0,0,0,0.0,0.0,0.0,0,0,2,3,0,0,1,0,0,Forward,PL
Cenk Tosun,FW,18.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,Forward,PL
Richarlison,LW,90.0,0,0,0.2,0.2,0.0,4,2,0,3,4,1,1,0,0,Forward,PL
Theo Walcott,RW,72.0,0,0,0.2,0.2,0.2,1,1,0,1,2,1,0,0,0,Forward,PL
Bernard,RW,18.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,2,0,0,Forward,PL
Gylfi Sigurðsson,AM,90.0,0,0,0.1,0.1,0.6,2,0,2,2,8,0,1,0,0,Midfield,PL
Tom Davies,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,2,1,1,0,0,Midfield,PL
Lucas Digne,LB,90.0,0,0,0.0,0.0,0.0,1,1,2,2,10,0,3,1,0,Defender,PL
Kurt Zouma,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Defender,PL
Michael Keane,CB,90.0,0,0,0.4,0.4,0.0,2,1,1,0,0,2,2,0,0,Defender,PL
Michail Antonio,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Felipe Anderson,CM,90.0,1,0,0.3,0.3,0.1,1,1,2,3,7,2,1,0,0,Midfield,PL
Mark Noble,CM,90.0,0,1,0.0,0.0,0.6,1,1,1,2,3,3,0,0,0,Midfield,PL
Andriy Yarmolenko,CM,72.0,0,0,0.1,0.1,0.0,2,0,1,3,1,0,0,0,0,Midfield,PL
Robert Snodgrass,CM,18.0,0,0,0.0,0.0,0.0,0,0,2,0,1,1,0,0,0,Midfield,PL
Declan Rice,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,4,2,0,0,Midfield,PL
Arthur Masuaku,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,2,1,0,0,Defender,PL
Issa Diop,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0,Defender,PL
Fabián Balbuena,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,1,2,0,0,Defender,PL
Pablo Zabaleta,RB,90.0,0,1,0.0,0.0,0.3,0,0,1,2,4,3,1,0,0,Defender,PL
Anthony Martial,FW,71.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,Forward,PL
Juan Mata,RW,19.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,Forward,PL
Paul Pogba,CM,70.0,0,0,0.2,0.2,0.0,3,1,3,3,1,1,0,0,0,Midfield,PL
Fred,CM,20.0,0,0,0.0,0.0,0.0,0,0,0,3,0,1,0,0,0,Midfield,PL
Nemanja Matić,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,Midfield,PL
Luke Shaw,LB,90.0,0,1,0.0,0.0,0.1,0,0,1,0,10,0,2,0,0,Defender,PL
Victor Lindelöf,CB,57.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,Defender,PL
Marcus Rashford,RW,33.0,1,0,0.1,0.1,0.0,2,1,0,2,3,0,0,0,0,Forward,PL
Scott McTominay,CB,90.0,0,0,0.0,0.0,0.0,1,1,1,0,0,2,2,0,0,Defender,PL
Ashley Young,RB,90.0,0,0,0.0,0.0,0.3,0,0,3,1,13,0,1,1,0,Defender,PL
Raúl Jiménez,FW,90.0,0,1,0.2,0.2,0.3,4,2,0,0,0,0,0,0,0,Forward,PL
Diogo Jota,LW,77.0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,1,1,0,Forward,PL
Adama Traoré,RW,37.0,0,0,0.0,0.0,0.0,0,0,2,1,1,0,1,1,0,Forward,PL
Jonny Castro,CM,90.0,1,0,0.4,0.4,0.0,2,2,1,0,1,1,2,1,0,Midfield,PL
Matt Doherty,CM,90.0,0,1,0.1,0.1,0.4,1,0,0,0,1,1,1,0,0,Midfield,PL
Rúben Neves,DM,90.0,0,0,0.1,0.1,0.1,2,0,1,0,4,2,0,0,0,Midfield,PL
João Moutinho,DM,90.0,0,0,0.0,0.0,0.2,2,0,4,2,8,2,2,0,0,Midfield,PL
Willy Boly,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,0,0,Defender,PL
Conor Coady,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
Ryan Bennett,CB,90.0,0,0,0.1,0.1,0.0,1,1,1,0,0,2,0,0,0,Defender,PL
Danny Ings,FW,90.0,0,0,0.4,0.4,0.0,3,0,0,4,0,0,0,0,0,Forward,PL
Nathan Redmond,CM,90.0,0,0,0.1,0.1,0.3,3,0,0,3,2,1,0,0,0,Midfield,PL
Pierre Højbjerg,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,2,1,4,1,0,0,Midfield,PL
Stuart Armstrong,CM,19.0,0,0,0.1,0.1,0.0,1,1,0,0,0,0,1,0,0,Midfield,PL
Ryan Bertrand,LB,90.0,0,0,0.0,0.0,0.0,1,0,2,0,1,3,3,1,0,Defender,PL
Jannik Vestergaard,CB,90.0,0,0,0.0,0.0,0.0,2,1,3,0,0,0,1,0,0,Defender,PL
Cédric Soares,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,6,1,2,0,0,Defender,PL
Ayoze Pérez,AM,69.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,1,0,0,Midfield,PL
Yoshinori Mutō,AM,21.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,Midfield,PL
Christian Atsu,CM,90.0,0,0,0.0,0.0,0.1,0,0,0,1,2,3,0,0,0,Midfield,PL
Jonjo Shelvey,CM,90.0,0,0,0.0,0.0,0.0,1,1,1,1,4,2,2,0,0,Midfield,PL
Matt Ritchie,CM,65.0,0,0,0.0,0.0,0.0,0,0,1,0,6,1,1,0,0,Midfield,PL
Ciaran Clark,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0,Defender,PL
Jamaal Lascelles,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,2,2,0,0,Defender,PL
DeAndre Yedlin,RB,80.0,0,0,0.0,0.0,0.1,0,0,3,0,0,0,0,0,0,Defender,PL
Javier Manquillo,RB,10.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Defender,PL
Jamie Vardy,FW,74.0,1,0,0.8,0.1,0.0,1,0,0,1,1,0,0,0,0,Forward,PL
Marc Albrighton,LW,16.0,0,0,0.0,0.0,0.0,0,0,0,1,2,1,1,0,0,Forward,PL
James Maddison,LW,85.0,0,1,0.0,0.0,0.3,1,0,1,2,9,0,1,0,0,Forward,PL
Ricardo Pereira,RW,90.0,0,0,0.1,0.1,0.0,1,1,0,0,3,3,1,0,0,Forward,PL
Kelechi Iheanacho,AM,90.0,0,0,0.0,0.0,0.0,1,1,0,0,0,3,0,0,0,Midfield,PL
Wilfred Ndidi,CM,90.0,0,0,0.1,0.1,0.0,2,0,1,1,0,3,1,0,0,Midfield,PL
Nampalys Mendy,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,3,0,0,Midfield,PL
Ben Chilwell,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,6,2,0,0,0,Defender,PL
Harry Maguire,CB,90.0,1,0,0.3,0.3,0.0,4,2,0,1,0,0,2,0,0,Defender,PL
Wes Morgan,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,Defender,PL
Alexandre Lacazette,FW,90.0,0,1,0.7,0.7,0.4,4,0,2,3,2,1,0,0,0,Forward,PL
Pierre-Emerick Aubameyang,AM,77.0,0,0,0.0,0.0,0.1,0,0,1,1,0,0,0,0,0,Midfield,PL
Danny Welbeck,LW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Alex Iwobi,AM,27.0,0,0,0.0,0.0,0.0,1,0,1,0,3,0,0,0,0,Midfield,PL
Mesut Özil,RW,90.0,1,0,0.4,0.4,0.1,1,1,0,2,1,1,0,0,0,Forward,PL
Granit Xhaka,CM,90.0,0,0,0.0,0.0,0.2,1,1,1,2,4,2,0,0,0,Midfield,PL
Lucas Torreira,CM,90.0,0,0,0.0,0.0,0.0,0,0,3,5,1,2,1,1,0,Midfield,PL
Nacho Monreal,LB,90.0,0,0,0.1,0.1,0.0,1,0,0,1,4,2,0,0,0,Defender,PL
Rob Holding,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,3,0,0,Defender,PL
Shkodran Mustafi,CB,90.0,0,0,0.1,0.1,0.0,1,0,3,0,1,0,2,1,0,Defender,PL
Héctor Bellerín,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,2,5,0,0,0,0,Defender,PL
Troy Deeney,FW,90.0,0,0,0.1,0.1,0.4,1,1,4,2,0,1,0,1,0,Forward,PL
Andre Gray,FW,72.0,0,0,0.2,0.2,0.0,1,1,1,1,0,1,1,0,0,Forward,PL
Isaac Success,FW,18.0,0,0,0.3,0.3,0.0,2,0,1,1,0,1,0,0,0,Forward,PL
